Generation,Best Distance,Average Distance,Gen Time (s),Cumulative Time (s)
0,21654.439491585457,26473.671274746655,0.007748842239379883,0.007750511169433594
1,21174.43873935609,24791.831231461976,0.007772684097290039,0.015993595123291016
2,20216.224157663695,23462.20654664004,0.009128093719482422,0.02538275718688965
3,19391.655741381237,22774.277211548793,0.007704257965087891,0.03345942497253418
4,18834.947192712105,22034.99666554251,0.007872819900512695,0.04158186912536621
5,18119.44868848372,21191.26651065218,0.007598161697387695,0.049657344818115234
6,16751.450683067047,20459.97053501195,0.008128643035888672,0.05803632736206055
7,16611.435196790364,19615.050445746638,0.008008241653442383,0.06669211387634277
8,15724.90381380366,18811.345398691712,0.008433341979980469,0.07536530494689941
9,14933.416974568187,18223.922202966864,0.007632017135620117,0.08348608016967773
10,14933.416974568187,17779.474508592648,0.0079193115234375,0.0916132926940918
11,14136.320573959209,17304.682349990617,0.007733345031738281,0.09975433349609375
12,14136.320573959209,16784.639126478723,0.007932662963867188,0.10807394981384277
13,14136.320573959209,16398.606726091304,0.007855653762817383,0.11637377738952637
14,14127.98826700145,16111.965240766936,0.007636070251464844,0.12441158294677734
15,13488.006201497126,15805.25283330931,0.0076084136962890625,0.13242387771606445
16,13488.006201497126,15457.886112414963,0.007672309875488281,0.14040517807006836
17,12916.24329017831,15292.616629570903,0.00764775276184082,0.1484203338623047
18,12916.24329017831,15051.827977497387,0.007822036743164062,0.15667104721069336
19,12626.842926190593,14807.225155859402,0.007923603057861328,0.16509652137756348
20,12626.842926190593,14765.064769186996,0.009415626525878906,0.175187349319458
21,12626.842926190593,14667.947791624805,0.009451627731323242,0.18509817123413086
22,12022.375240074158,14491.359962717279,0.008613824844360352,0.19418621063232422
23,11383.61955832166,14275.506234680965,0.009791851043701172,0.20441842079162598
24,11179.810626791716,13796.225274328317,0.007582426071166992,0.2124614715576172
25,11028.436854958745,13438.377111608279,0.007616281509399414,0.22039198875427246
26,11028.436854958745,12864.851331169059,0.007664680480957031,0.2283022403717041
27,11028.436854958745,12557.346922565543,0.007516145706176758,0.2361466884613037
28,11010.3988160491,12371.20692320399,0.007730960845947266,0.24413299560546875
29,10961.820912088988,12299.99752411242,0.0075724124908447266,0.25228333473205566
30,10683.86132716129,12163.108581977747,0.007715940475463867,0.26030874252319336
31,10559.515775567957,12084.130908218294,0.007480144500732422,0.26816248893737793
32,10499.14438643825,11999.828766416831,0.008154869079589844,0.2765622138977051
33,10137.738736878131,12052.808058614504,0.007588624954223633,0.28453731536865234
34,10137.738736878131,11953.345173919583,0.007860660552978516,0.29261040687561035
35,10121.181049470386,11877.122948597733,0.007632732391357422,0.3008310794830322
36,9821.278331647201,11680.692939409642,0.008316516876220703,0.3093695640563965
37,9821.278331647201,11426.348870875381,0.007638216018676758,0.31742072105407715
38,9800.872077432505,11335.937518502968,0.007560014724731445,0.32523369789123535
39,9416.62967800019,11208.967834166113,0.007515907287597656,0.33304476737976074
40,9337.679646235165,11171.207544181238,0.007526397705078125,0.3408067226409912
41,9337.679646235165,11013.903935429955,0.007586002349853516,0.34859538078308105
42,9337.679646235165,10803.768357238627,0.0076982975006103516,0.35659074783325195
43,9139.455292888419,10845.363852231465,0.007693052291870117,0.3646697998046875
44,9139.455292888419,10768.358395609295,0.008906841278076172,0.3738830089569092
45,9139.455292888419,10620.97247436904,0.007771968841552734,0.3819727897644043
46,9139.455292888419,10655.550052703938,0.007640838623046875,0.38991856575012207
47,9017.776031529147,10664.64818290601,0.007676839828491211,0.39783334732055664
48,9017.776031529147,10709.565957724422,0.00761866569519043,0.4057199954986572
49,8969.678712638926,10593.854393340778,0.007734060287475586,0.4138219356536865
50,8882.562872462118,10534.489239702423,0.0076885223388671875,0.4218921661376953
51,8882.562872462118,10525.214258194457,0.00800943374633789,0.43044567108154297
52,8550.421092617835,10220.182152623176,0.008858919143676758,0.4397134780883789
53,8550.421092617835,10113.870950060455,0.007910728454589844,0.44799089431762695
54,8308.80154323752,10006.552146631273,0.008039712905883789,0.45656442642211914
55,8308.80154323752,9964.715670740483,0.007570505142211914,0.46466541290283203
56,8308.80154323752,9885.388563973816,0.0076961517333984375,0.47260022163391113
57,8274.81195787949,9736.17567776267,0.007750511169433594,0.48073649406433105
58,8136.249314533825,9655.73609513711,0.0077075958251953125,0.4887511730194092
59,8092.709807193194,9536.673472209373,0.007765531539916992,0.4968681335449219
60,8053.1105767813415,9461.986876391737,0.008016347885131836,0.5052192211151123
61,7919.300214567668,9417.842820483143,0.007838010787963867,0.5134565830230713
62,7839.35636237325,9271.543301079859,0.007515907287597656,0.5212192535400391
63,7839.35636237325,9192.056844714769,0.00765228271484375,0.5291228294372559
64,7836.161476815185,9151.513006357769,0.0076100826263427734,0.5369360446929932
65,7736.727253231183,9007.599471603353,0.007605314254760742,0.5448954105377197
66,7736.727253231183,9079.209144808865,0.0075795650482177734,0.5527150630950928
67,7736.727253231183,9014.019076859264,0.0075304508209228516,0.5604791641235352
68,7736.727253231183,8913.468147353975,0.0076253414154052734,0.5683732032775879
69,7736.727253231183,8854.334141821153,0.008939981460571289,0.5776288509368896
70,7681.730637215459,8846.749517397144,0.007743120193481445,0.5856900215148926
71,7631.952181600235,8765.759487307321,0.007633209228515625,0.5935988426208496
72,7631.952181600235,8917.03516569127,0.00795292854309082,0.6017653942108154
73,7625.290950712691,8936.063947975761,0.007672309875488281,0.6098573207855225
74,7570.294334696966,8780.318744373746,0.007770538330078125,0.6179406642913818
75,7520.515879081743,8696.660830379642,0.00894474983215332,0.6272659301757812
76,7465.5192630660185,8696.196572008026,0.007704734802246094,0.6352953910827637
77,7323.911597256951,8607.443979291069,0.007715463638305664,0.6434261798858643
78,7323.911597256951,8553.73214829251,0.0076787471771240234,0.6514928340911865
79,7323.911597256951,8494.169306936377,0.007615804672241211,0.659358024597168
80,7323.911597256951,8403.179593190465,0.007583141326904297,0.6674482822418213
81,7323.911597256951,8385.028455075108,0.008913040161132812,0.6765706539154053
82,7268.914981241227,8369.894296082484,0.007494449615478516,0.6844100952148438
83,7215.907561193485,8375.53785215975,0.007598400115966797,0.692227840423584
84,7215.907561193485,8455.227652205525,0.007543802261352539,0.7001173496246338
85,7215.907561193485,8367.191910391079,0.008086681365966797,0.7084085941314697
86,7215.907561193485,8380.36824137765,0.007767915725708008,0.7174882888793945
87,7215.907561193485,8301.094488920515,0.007788419723510742,0.7255027294158936
88,7215.907561193485,8254.799345097039,0.007573366165161133,0.7334303855895996
89,7161.983994953052,8211.908626266479,0.007711887359619141,0.7413725852966309
90,7161.983994953052,8221.86130057465,0.007635593414306641,0.7493185997009277
91,7161.983994953052,8178.684536124645,0.009019851684570312,0.7585487365722656
92,7116.891397349348,8286.578801975113,0.00778961181640625,0.7667796611785889
93,7116.891397349348,8308.301633718978,0.007673740386962891,0.7746868133544922
94,7049.499953386958,8310.434817500141,0.00846409797668457,0.7833662033081055
95,7049.499953386958,8299.989720215159,0.009574651718139648,0.7933375835418701
96,7049.499953386958,8306.248490034051,0.007811784744262695,0.8014802932739258
97,7049.499953386958,8261.948521643784,0.00770115852355957,0.8094232082366943
98,7044.422031505077,8306.305228420602,0.007730722427368164,0.8174536228179932
99,6977.541542859015,8328.679277293852,0.00901031494140625,0.8267207145690918
100,6977.541542859015,8275.76662571511,0.007809877395629883,0.834834098815918
101,6977.541542859015,8375.918193238562,0.00821065902709961,0.8434655666351318
102,6822.265148834151,8264.480950212346,0.007806062698364258,0.8515207767486572
103,6822.265148834151,8236.146689216159,0.00815272331237793,0.860069990158081
104,6768.438565825151,8180.349305069904,0.008097171783447266,0.8686938285827637
105,6696.4801552972085,8075.949546634748,0.007941722869873047,0.8769457340240479
106,6696.4801552972085,7901.590296037137,0.007674455642700195,0.8851191997528076
107,6696.4801552972085,7887.736984418195,0.007738590240478516,0.8930792808532715
108,6696.4801552972085,7735.160586212829,0.0076313018798828125,0.9009726047515869
109,6696.4801552972085,7732.329638686473,0.009238481521606445,0.9104549884796143
110,6696.4801552972085,7768.045971574998,0.00857400894165039,0.9195096492767334
111,6696.4801552972085,7688.303580898508,0.007767438888549805,0.9276788234710693
112,6696.4801552972085,7703.909664478216,0.007652997970581055,0.9356691837310791
113,6696.4801552972085,7667.161584170056,0.009143352508544922,0.9450423717498779
114,6696.4801552972085,7670.471542176544,0.0077478885650634766,0.9531698226928711
115,6696.4801552972085,7683.511439450464,0.007888555526733398,0.9614219665527344
116,6696.4801552972085,7654.252711412704,0.0077266693115234375,0.9695169925689697
117,6696.4801552972085,7640.585266576982,0.007745027542114258,0.9775142669677734
118,6696.4801552972085,7613.134523679527,0.007914304733276367,0.9858241081237793
119,6696.4801552972085,7588.9433677399265,0.009027719497680664,0.9951250553131104
120,6696.4801552972085,7660.210387271954,0.007732391357421875,1.0033879280090332
121,6696.4801552972085,7657.415723935072,0.007713794708251953,1.011427879333496
122,6696.4801552972085,7747.990538149649,0.007687807083129883,1.019362449645996
123,6696.4801552972085,7707.237298488472,0.007615566253662109,1.0272457599639893
124,6696.4801552972085,7691.957184350462,0.007769107818603516,1.0352625846862793
125,6681.856917461949,7703.033376678633,0.007637500762939453,1.0432870388031006
126,6681.856917461949,7644.7889758422125,0.007737636566162109,1.0513379573822021
127,6681.856917461949,7587.7832453098,0.008965015411376953,1.0605692863464355
128,6681.856917461949,7728.447880605416,0.007765769958496094,1.0685787200927734
129,6681.856917461949,7705.880974219903,0.007622718811035156,1.0764398574829102
130,6681.856917461949,7781.552428199054,0.007727861404418945,1.084367275238037
131,6681.856917461949,7718.580581912609,0.007676839828491211,1.0923011302947998
132,6681.856917461949,7701.582107790225,0.007853507995605469,1.1003811359405518
133,6681.856917461949,7726.100894882347,0.007738590240478516,1.1085400581359863
134,6681.856917461949,7728.596243245449,0.007820844650268555,1.1167192459106445
135,6681.856917461949,7681.735938014653,0.007696390151977539,1.1247732639312744
136,6651.721311659855,7714.799202535674,0.009115934371948242,1.1341891288757324
137,6651.721311659855,7656.040255111074,0.00769352912902832,1.1421751976013184
138,6651.721311659855,7651.316022629263,0.0077342987060546875,1.1502325534820557
139,6651.721311659855,7709.266266882435,0.007747650146484375,1.1583211421966553
140,6651.721311659855,7779.945010662479,0.00769805908203125,1.1663331985473633
141,6651.721311659855,7736.031089608896,0.0077555179595947266,1.1743566989898682
142,6651.721311659855,7783.567588873502,0.00759124755859375,1.1822717189788818
143,6604.34944685246,7707.354124846667,0.00917196273803711,1.1916496753692627
144,6604.34944685246,7865.2937780205575,0.007639646530151367,1.199629306793213
145,6604.34944685246,7896.835335798829,0.007739067077636719,1.2075679302215576
146,6604.34944685246,7808.8775070163565,0.007490396499633789,1.2153074741363525
147,6604.34944685246,7734.9691873200145,0.007580280303955078,1.2230792045593262
148,6604.34944685246,7742.264738682413,0.007638216018676758,1.231032133102417
149,6604.34944685246,7740.561405527232,0.0076062679290771484,1.238863229751587
150,6566.693615240139,7679.791402473592,0.007494926452636719,1.2466485500335693
151,6566.693615240139,7646.203181741012,0.009260892868041992,1.2562735080718994
152,6566.693615240139,7550.198597709375,0.007731914520263672,1.264338731765747
153,6566.693615240139,7670.9112993506,0.008226871490478516,1.2727713584899902
154,6566.693615240139,7674.516930426855,0.007891178131103516,1.2811546325683594
155,6566.693615240139,7683.223871644702,0.008060932159423828,1.2896578311920166
156,6566.693615240139,7603.399099253659,0.007829427719116211,1.2981007099151611
157,6566.693615240139,7720.253747140857,0.007743120193481445,1.3061866760253906
158,6566.693615240139,7690.770713143744,0.00848078727722168,1.3150157928466797
159,6566.693615240139,7646.33998181777,0.007672548294067383,1.3230311870574951
160,6566.693615240139,7598.540886821956,0.007711172103881836,1.3310372829437256
161,6566.693615240139,7699.665285578746,0.007646799087524414,1.338897943496704
162,6566.693615240139,7646.374827058147,0.007672309875488281,1.3467803001403809
163,6566.693615240139,7530.677346902991,0.007664680480957031,1.3546979427337646
164,6566.693615240139,7463.985556986325,0.007894277572631836,1.3628695011138916
165,6566.693615240139,7408.446612798419,0.009076356887817383,1.3722758293151855
166,6566.693615240139,7655.947550537007,0.00777888298034668,1.3803660869598389
167,6566.693615240139,7610.399691255016,0.00765538215637207,1.3882746696472168
168,6566.693615240139,7637.261587551369,0.008156299591064453,1.3966927528381348
169,6566.693615240139,7585.159674006889,0.007683753967285156,1.4046170711517334
170,6566.693615240139,7664.336690195462,0.008501052856445312,1.4133191108703613
171,6566.693615240139,7744.307958742895,0.007570028305053711,1.4212696552276611
172,6482.513014415754,7568.5096021798745,0.007566213607788086,1.4291467666625977
173,6482.513014415754,7502.949752610531,0.007559776306152344,1.4369630813598633
174,6482.513014415754,7620.687873376798,0.009187459945678711,1.4464478492736816
175,6479.665169267718,7574.505369642258,0.0076291561126708984,1.4544134140014648
176,6479.665169267718,7537.440013907442,0.007598400115966797,1.4622600078582764
177,6479.665169267718,7645.572702820657,0.007723093032836914,1.4701807498931885
178,6479.665169267718,7548.39661218698,0.007588624954223633,1.4781343936920166
179,6479.665169267718,7593.928429595462,0.008608102798461914,1.486997127532959
180,6417.944871493054,7554.272934205256,0.00754237174987793,1.4948346614837646
181,6417.944871493054,7542.123741546201,0.007697343826293945,1.502791404724121
182,6417.944871493054,7529.576806915499,0.00895833969116211,1.51210355758667
183,6417.944871493054,7507.123883732342,0.007737159729003906,1.5202109813690186
184,6417.944871493054,7501.141517016297,0.007502317428588867,1.5279839038848877
185,6417.944871493054,7328.131557284962,0.007668256759643555,1.5358648300170898
186,6417.944871493054,7397.179429420855,0.0076634883880615234,1.5437815189361572
187,6417.944871493054,7382.615198830857,0.0076558589935302734,1.551806926727295
188,6417.944871493054,7342.648093262883,0.0076825618743896484,1.5598065853118896
189,6417.944871493054,7389.067963419394,0.0076830387115478516,1.5678753852844238
190,6417.944871493054,7474.7631188753085,0.009081363677978516,1.5772061347961426
191,6417.944871493054,7441.472417158908,0.008200645446777344,1.5858371257781982
192,6417.944871493054,7451.84718502329,0.00783395767211914,1.5939409732818604
193,6417.944871493054,7429.682173638967,0.007635354995727539,1.6021263599395752
194,6417.944871493054,7322.264437306464,0.008241415023803711,1.610572338104248
195,6417.944871493054,7445.561737927915,0.00762486457824707,1.61855149269104
196,6417.944871493054,7347.10069629373,0.007776737213134766,1.6265335083007812
197,6417.944871493054,7425.770580241241,0.007689952850341797,1.6347160339355469
198,6417.944871493054,7567.322609654408,0.007707357406616211,1.6427161693572998
199,6417.944871493054,7361.445678883918,0.007601261138916016,1.6506736278533936
200,6417.944871493054,7445.840361331382,0.0078122615814208984,1.6586894989013672
201,6417.944871493054,7498.766089971683,0.008099555969238281,1.6671934127807617
202,6417.944871493054,7475.605070887943,0.00809335708618164,1.675560712814331
203,6417.944871493054,7550.01200926306,0.00804758071899414,1.684293508529663
204,6417.944871493054,7563.1039771461,0.00796055793762207,1.6925108432769775
205,6417.944871493054,7531.051246046901,0.007748603820800781,1.700908899307251
206,6417.944871493054,7533.219840719507,0.007707834243774414,1.7088344097137451
207,6417.944871493054,7637.866101877571,0.00763249397277832,1.716728687286377
208,6417.944871493054,7491.569348579444,0.007666110992431641,1.7246170043945312
209,6417.944871493054,7412.240177042083,0.00764155387878418,1.7325799465179443
210,6417.944871493054,7636.819804775267,0.007649421691894531,1.7404966354370117
211,6417.944871493054,7598.089350217626,0.00769495964050293,1.7485036849975586
212,6417.944871493054,7455.935248461291,0.008958816528320312,1.7576847076416016
213,6417.944871493054,7564.4236215155715,0.007614850997924805,1.765517234802246
214,6417.944871493054,7441.727057946941,0.00763392448425293,1.7733879089355469
215,6417.944871493054,7432.369249518017,0.00825643539428711,1.7818493843078613
216,6417.944871493054,7511.874778457187,0.007688760757446289,1.7897531986236572
217,6417.944871493054,7467.709067804455,0.007775306701660156,1.7978551387786865
218,6417.944871493054,7439.707928321372,0.009029388427734375,1.8072395324707031
219,6417.944871493054,7626.235088285046,0.007909536361694336,1.8154857158660889
220,6417.944871493054,7595.216674488218,0.007779121398925781,1.8235394954681396
221,6417.944871493054,7480.824018563866,0.007836341857910156,1.8319048881530762
222,6417.944871493054,7464.729030777381,0.007825851440429688,1.8401124477386475
223,6417.944871493054,7569.717091398086,0.007862567901611328,1.8483860492706299
224,6417.944871493054,7531.850860410869,0.007779121398925781,1.85654878616333
225,6417.944871493054,7537.234540855914,0.007674455642700195,1.8646047115325928
226,6387.883136205833,7540.409885154476,0.007789134979248047,1.8726203441619873
227,6387.883136205833,7489.500179225861,0.007948875427246094,1.8809146881103516
228,6387.883136205833,7475.518837140461,0.008323192596435547,1.889585018157959
229,6387.883136205833,7470.763005286954,0.007769346237182617,1.897693157196045
230,6387.883136205833,7513.237920460328,0.008206605911254883,1.9062674045562744
231,6387.883136205833,7407.930275433289,0.007714748382568359,1.9143686294555664
232,6387.883136205833,7484.43084748935,0.007875680923461914,1.9225962162017822
233,6387.883136205833,7525.435590165252,0.0076961517333984375,1.930680751800537
234,6387.883136205833,7496.224336550886,0.008923053741455078,1.9398283958435059
235,6387.883136205833,7456.186062661582,0.007625102996826172,1.9477462768554688
236,6387.883136205833,7406.2916167323765,0.007981300354003906,1.9559698104858398
237,6387.883136205833,7437.2136268029,0.008293390274047852,1.9648771286010742
238,6387.883136205833,7530.023760670089,0.007818460464477539,1.9733068943023682
239,6387.883136205833,7535.661338964391,0.00782155990600586,1.9815101623535156
240,6387.883136205833,7490.542276069464,0.007775306701660156,1.9896643161773682
241,6387.883136205833,7484.551044139382,0.007790088653564453,1.99784255027771
242,6387.883136205833,7436.491216343111,0.007776021957397461,2.006021022796631
243,6334.130756168625,7501.00122394009,0.008140087127685547,2.014698028564453
244,6334.130756168625,7604.986546922269,0.00768589973449707,2.0228044986724854
245,6334.130756168625,7584.562235970645,0.007840156555175781,2.0310490131378174
246,6334.130756168625,7632.506759109162,0.008905887603759766,2.0403807163238525
247,6334.130756168625,7528.529572069195,0.007961511611938477,2.048877000808716
248,6334.130756168625,7471.121826701362,0.007771730422973633,2.057025909423828
249,6334.130756168625,7513.812843150051,0.007764339447021484,2.065307140350342
250,6334.130756168625,7456.943894920434,0.007803916931152344,2.073331356048584
251,6334.130756168625,7545.926680545222,0.008366107940673828,2.086867094039917
252,6334.130756168625,7504.459272409943,0.007915973663330078,2.0951290130615234
253,6334.130756168625,7423.29138776732,0.008141517639160156,2.103924512863159
254,6334.130756168625,7347.128135113433,0.007669925689697266,2.1120622158050537
255,6334.130756168625,7536.020736098956,0.007689476013183594,2.1200082302093506
256,6334.130756168625,7549.525222746613,0.0075876712799072266,2.1279642581939697
257,6256.198159412773,7503.75366127511,0.007886648178100586,2.1360795497894287
258,6256.198159412773,7472.644007454877,0.007769346237182617,2.144228935241699
259,6256.198159412773,7515.9742228701625,0.0076580047607421875,2.152254343032837
260,6256.198159412773,7475.096991314576,0.007709026336669922,2.160227060317993
261,6256.198159412773,7533.067671237849,0.00785374641418457,2.1686086654663086
262,6256.198159412773,7430.247340420631,0.007857799530029297,2.1769497394561768
263,6256.198159412773,7476.635005565095,0.007819890975952148,2.185256004333496
264,6256.198159412773,7568.379891151372,0.007881879806518555,2.1936793327331543
265,6256.198159412773,7451.49001853545,0.007673740386962891,2.2017104625701904
266,6256.198159412773,7421.890367256457,0.0077478885650634766,2.2098095417022705
267,6256.198159412773,7514.767867918633,0.007772922515869141,2.218132734298706
268,6256.198159412773,7580.052965528561,0.007594108581542969,2.2260069847106934
269,6256.198159412773,7568.835266711714,0.007623910903930664,2.2339444160461426
270,6256.198159412773,7540.97357612759,0.0075724124908447266,2.2418112754821777
271,6256.198159412773,7467.257367233961,0.00756382942199707,2.2497336864471436
272,6256.198159412773,7409.421380331789,0.007607460021972656,2.2575554847717285
273,6256.198159412773,7374.04100304233,0.007662296295166016,2.265425205230713
274,6256.198159412773,7490.36261052521,0.007559061050415039,2.2733428478240967
275,6256.198159412773,7417.2438287663845,0.007580757141113281,2.28123140335083
276,6256.198159412773,7441.991217757412,0.007609844207763672,2.2890851497650146
277,6256.198159412773,7368.758461012793,0.007829666137695312,2.2971901893615723
278,6256.198159412773,7517.414015870949,0.007670402526855469,2.305222511291504
279,6256.198159412773,7395.48935260923,0.007579326629638672,2.3131017684936523
280,6256.198159412773,7358.946747823402,0.007577657699584961,2.3208911418914795
281,6256.198159412773,7478.505488729191,0.007661342620849609,2.328807830810547
282,6256.198159412773,7409.01738948259,0.007621288299560547,2.3367817401885986
283,6256.198159412773,7439.150084715479,0.007698774337768555,2.3447325229644775
284,6256.198159412773,7373.977110995758,0.0077822208404541016,2.3529372215270996
285,6256.198159412773,7404.773409504685,0.008871793746948242,2.3621480464935303
286,6256.198159412773,7308.022915118345,0.007679462432861328,2.3701589107513428
287,6256.198159412773,7460.935644323227,0.007691144943237305,2.3781652450561523
288,6256.198159412773,7543.008369130959,0.009269237518310547,2.387669086456299
289,6256.198159412773,7455.415441109677,0.007970571517944336,2.3961830139160156
290,6251.053030928041,7424.9004867746025,0.007697582244873047,2.4042465686798096
291,6251.053030928041,7324.164624680167,0.007718563079833984,2.412360906600952
292,6251.053030928041,7286.226394077184,0.007752180099487305,2.420515775680542
293,6251.053030928041,7372.302523719131,0.009107112884521484,2.430079698562622
294,6251.053030928041,7218.878737133467,0.007726192474365234,2.438218116760254
295,6251.053030928041,7336.971429347448,0.007663249969482422,2.446251630783081
296,6251.053030928041,7355.72865362235,0.007717132568359375,2.454267978668213
297,6251.053030928041,7320.963951721674,0.008118867874145508,2.462830066680908
298,6251.053030928041,7302.9027992248675,0.0077631473541259766,2.4710988998413086
299,6251.053030928041,7320.280987423578,0.007757663726806641,2.479160785675049
300,6251.053030928041,7277.386083908562,0.007582902908325195,2.487105131149292
301,6251.053030928041,7268.641235176418,0.008390188217163086,2.495873212814331
302,6251.053030928041,7220.698055226809,0.0077362060546875,2.5041306018829346
303,6251.053030928041,7200.545424644445,0.008057594299316406,2.5124564170837402
304,6251.053030928041,7345.31315531069,0.00805354118347168,2.5211968421936035
305,6251.053030928041,7390.785284420678,0.007869482040405273,2.5296685695648193
306,6251.053030928041,7462.07397108875,0.008232831954956055,2.5382518768310547
307,6251.053030928041,7487.832827304728,0.007616758346557617,2.5462586879730225
308,6251.053030928041,7342.8815465525495,0.007562160491943359,2.5540544986724854
309,6251.053030928041,7345.492938954816,0.00786590576171875,2.5621542930603027
310,6251.053030928041,7436.966411180895,0.007589578628540039,2.570021390914917
311,6251.053030928041,7246.118344440915,0.007567644119262695,2.5778543949127197
312,6220.930630684667,7240.00611373939,0.007622718811035156,2.585806131362915
313,6220.930630684667,7262.234090209033,0.007506132125854492,2.5935285091400146
314,6220.930630684667,7292.510647984274,0.0076007843017578125,2.6014108657836914
315,6220.930630684667,7353.961468876315,0.009106159210205078,2.6107189655303955
316,6220.930630684667,7522.941215879981,0.007844924926757812,2.619205951690674
317,6220.930630684667,7454.99837193118,0.007839679718017578,2.6274800300598145
318,6220.930630684667,7351.1959938681675,0.007824182510375977,2.6357617378234863
319,6220.930630684667,7336.8871512067235,0.007657289505004883,2.64383602142334
320,6220.930630684667,7177.721804704264,0.007612466812133789,2.651824712753296
321,6220.930630684667,7340.821772210101,0.007611274719238281,2.659681797027588
322,6220.930630684667,7394.914440484888,0.007691383361816406,2.6676783561706543
323,6220.930630684667,7295.698653211361,0.008906841278076172,2.676865339279175
324,6220.930630684667,7208.360962166697,0.007611274719238281,2.6848061084747314
325,6220.930630684667,7249.216493990639,0.007627248764038086,2.69276762008667
326,6220.930630684667,7218.531677084056,0.007720232009887695,2.7007365226745605
327,6220.930630684667,7328.747226868978,0.0076062679290771484,2.7087225914001465
328,6220.930630684667,7326.855340704886,0.007592201232910156,2.716632604598999
329,6220.930630684667,7364.1896286281535,0.007615566253662109,2.724541425704956
330,6220.930630684667,7302.164837328795,0.0076465606689453125,2.732595682144165
331,6220.930630684667,7281.380532019539,0.007506608963012695,2.7403275966644287
